,demand series,natgas capacity,solar series,solar capacity,wind series,wind capacity,storage capacity,to_PGP capacity,PGP_storage capacity,from_PGP capacity,status,name,date,region,n_years,opt_years,test_years,end_test_year,scale_factor,syst_cost,curtailed_gen,lost_load,max_lost_load,decarbonization,co2_intensity
1492,308819.6184931507,0,0.2641655045338622,277571.4101268396,0.2897661834580256,1189801.883426517,282414.2028004462,49255.377777027075,148271836.9463887,173631.35813718688,optimal,nYrs_20210220_SWBPGP_iter00307,Jan29v1,CONUS,1,19,-1,-1,-1,37629.61730681875,84976.62804523329,0.0,0.0,1.0,0.0
1494,308819.6184931507,0,0.2641655045338622,277571.4101268396,0.2897661834580256,1189801.883426517,282414.2028004462,49255.377777027075,148271836.9463887,173631.35813718688,optimal,nYrs_20210220_SWBPGP_iter00042,Jan29v1,CONUS,1,19,-1,-1,-1,37629.61730681875,84976.62804523329,0.0,0.0,1.0,0.0
1056,304589.92076502735,0,0.27182205867777515,254049.85313820068,0.3004261049920211,1123813.8077079577,68499.916273121,62390.32875928224,193071589.38381726,219702.00436042718,optimal,nYrs_20210220_SWBPGP_iter00421,Jan29v1,CONUS,1,20,-1,-1,-1,37968.600883316176,75143.2182077697,0.0,0.0,1.0,0.0
1082,304589.92076502735,0,0.27182205867777515,254049.85313820068,0.3004261049920211,1123813.8077079577,68499.916273121,62390.32875928224,193071589.38381726,219702.00436042718,optimal,nYrs_20210220_SWBPGP_iter00318,Jan29v1,CONUS,1,20,-1,-1,-1,37968.600883316176,75143.2182077697,0.0,0.0,1.0,0.0
1188,304589.92076502735,0,0.27182205867777515,254049.85313820068,0.3004261049920211,1123813.8077079577,68499.916273121,62390.32875928224,193071589.38381726,219702.00436042718,optimal,nYrs_20210220_SWBPGP_iter00027,Jan29v1,CONUS,1,20,-1,-1,-1,37968.600883316176,75143.2182077697,0.0,0.0,1.0,0.0
1218,304589.92076502735,0,0.27182205867777515,254049.85313820068,0.3004261049920211,1123813.8077079577,68499.916273121,62390.32875928224,193071589.38381726,219702.00436042718,optimal,nYrs_20210220_SWBPGP_iter00312,Jan29v1,CONUS,1,20,-1,-1,-1,37968.600883316176,75143.2182077697,0.0,0.0,1.0,0.0
1223,304589.92076502735,0,0.27182205867777515,254049.85313820068,0.3004261049920211,1123813.8077079577,68499.916273121,62390.32875928224,193071589.38381726,219702.00436042718,optimal,nYrs_20210220_SWBPGP_iter00459,Jan29v1,CONUS,1,20,-1,-1,-1,37968.600883316176,75143.2182077697,0.0,0.0,1.0,0.0
1267,304589.92076502735,0,0.27182205867777515,254049.85313820068,0.3004261049920211,1123813.8077079577,68499.916273121,62390.32875928224,193071589.38381726,219702.00436042718,optimal,nYrs_20210220_SWBPGP_iter00384,Jan29v1,CONUS,1,20,-1,-1,-1,37968.600883316176,75143.2182077697,0.0,0.0,1.0,0.0
1315,304589.92076502735,0,0.27182205867777515,254049.85313820068,0.3004261049920211,1123813.8077079577,68499.916273121,62390.32875928224,193071589.38381726,219702.00436042718,optimal,nYrs_20210220_SWBPGP_iter00356,Jan29v1,CONUS,1,20,-1,-1,-1,37968.600883316176,75143.2182077697,0.0,0.0,1.0,0.0
1318,304589.92076502735,0,0.27182205867777515,254049.85313820068,0.3004261049920211,1123813.8077079577,68499.916273121,62390.32875928224,193071589.38381726,219702.00436042718,optimal,nYrs_20210220_SWBPGP_iter00196,Jan29v1,CONUS,1,20,-1,-1,-1,37968.600883316176,75143.2182077697,0.0,0.0,1.0,0.0
1323,304589.92076502735,0,0.27182205867777515,254049.85313820068,0.3004261049920211,1123813.8077079577,68499.916273121,62390.32875928224,193071589.38381726,219702.00436042718,optimal,nYrs_20210220_SWBPGP_iter00328,Jan29v1,CONUS,1,20,-1,-1,-1,37968.600883316176,75143.2182077697,0.0,0.0,1.0,0.0
1328,304589.92076502735,0,0.27182205867777515,254049.85313820068,0.3004261049920211,1123813.8077079577,68499.916273121,62390.32875928224,193071589.38381726,219702.00436042718,optimal,nYrs_20210220_SWBPGP_iter00258,Jan29v1,CONUS,1,20,-1,-1,-1,37968.600883316176,75143.2182077697,0.0,0.0,1.0,0.0
1115,301977.5055936073,0,0.2674545444406294,263683.0420636543,0.28379868260612123,1167903.2275580324,378589.05472360353,55276.225086607046,138080314.52648455,203563.56209345494,optimal,nYrs_20210220_SWBPGP_iter00364,Jan29v1,CONUS,1,79,-1,-1,-1,39700.89879904821,76475.21293296941,0.0,0.0,1.0,0.0
1253,301977.5055936073,0,0.2674545444406294,263683.0420636543,0.28379868260612123,1167903.2275580324,378589.05472360353,55276.225086607046,138080314.52648455,203563.56209345494,optimal,nYrs_20210220_SWBPGP_iter00139,Jan29v1,CONUS,1,79,-1,-1,-1,39700.89879904821,76475.21293296941,0.0,0.0,1.0,0.0
1280,301977.5055936073,0,0.2674545444406294,263683.0420636543,0.28379868260612123,1167903.2275580324,378589.05472360353,55276.225086607046,138080314.52648455,203563.56209345494,optimal,nYrs_20210220_SWBPGP_iter00336,Jan29v1,CONUS,1,79,-1,-1,-1,39700.89879904821,76475.21293296941,0.0,0.0,1.0,0.0
1322,301977.5055936073,0,0.2674545444406294,263683.0420636543,0.28379868260612123,1167903.2275580324,378589.05472360353,55276.225086607046,138080314.52648455,203563.56209345494,optimal,nYrs_20210220_SWBPGP_iter00031,Jan29v1,CONUS,1,79,-1,-1,-1,39700.89879904821,76475.21293296941,0.0,0.0,1.0,0.0
1392,301977.5055936073,0,0.2674545444406294,263683.0420636543,0.28379868260612123,1167903.2275580324,378589.05472360353,55276.225086607046,138080314.52648455,203563.56209345494,optimal,nYrs_20210220_SWBPGP_iter00206,Jan29v1,CONUS,1,79,-1,-1,-1,39700.89879904821,76475.21293296941,0.0,0.0,1.0,0.0
1410,301977.5055936073,0,0.2674545444406294,263683.0420636543,0.28379868260612123,1167903.2275580324,378589.05472360353,55276.225086607046,138080314.52648455,203563.56209345494,optimal,nYrs_20210220_SWBPGP_iter00174,Jan29v1,CONUS,1,79,-1,-1,-1,39700.89879904821,76475.21293296941,0.0,0.0,1.0,0.0
1011,309578.18920765026,0,0.26395246787924637,272929.7657535846,0.27400936253503594,1188754.907264061,225875.99430870858,62695.557240765644,105686639.01810776,213766.87839710613,optimal,nYrs_20210220_SWBPGP_iter00283,Jan29v1,CONUS,1,80,-1,-1,-1,39781.419087042086,62217.25443299805,0.0,0.0,1.0,0.0
1112,309578.18920765026,0,0.26395246787924637,272929.7657535846,0.27400936253503594,1188754.907264061,225875.99430870858,62695.557240765644,105686639.01810776,213766.87839710613,optimal,nYrs_20210220_SWBPGP_iter00113,Jan29v1,CONUS,1,80,-1,-1,-1,39781.419087042086,62217.25443299805,0.0,0.0,1.0,0.0
1124,309578.18920765026,0,0.26395246787924637,272929.7657535846,0.27400936253503594,1188754.907264061,225875.99430870858,62695.557240765644,105686639.01810776,213766.87839710613,optimal,nYrs_20210220_SWBPGP_iter00176,Jan29v1,CONUS,1,80,-1,-1,-1,39781.419087042086,62217.25443299805,0.0,0.0,1.0,0.0
1134,309578.18920765026,0,0.26395246787924637,272929.7657535846,0.27400936253503594,1188754.907264061,225875.99430870858,62695.557240765644,105686639.01810776,213766.87839710613,optimal,nYrs_20210220_SWBPGP_iter00281,Jan29v1,CONUS,1,80,-1,-1,-1,39781.419087042086,62217.25443299805,0.0,0.0,1.0,0.0
1157,309578.18920765026,0,0.26395246787924637,272929.7657535846,0.27400936253503594,1188754.907264061,225875.99430870858,62695.557240765644,105686639.01810776,213766.87839710613,optimal,nYrs_20210220_SWBPGP_iter00165,Jan29v1,CONUS,1,80,-1,-1,-1,39781.419087042086,62217.25443299805,0.0,0.0,1.0,0.0
1205,309578.18920765026,0,0.26395246787924637,272929.7657535846,0.27400936253503594,1188754.907264061,225875.99430870858,62695.557240765644,105686639.01810776,213766.87839710613,optimal,nYrs_20210220_SWBPGP_iter00455,Jan29v1,CONUS,1,80,-1,-1,-1,39781.419087042086,62217.25443299805,0.0,0.0,1.0,0.0
1249,309578.18920765026,0,0.26395246787924637,272929.7657535846,0.27400936253503594,1188754.907264061,225875.99430870858,62695.557240765644,105686639.01810776,213766.87839710613,optimal,nYrs_20210220_SWBPGP_iter00378,Jan29v1,CONUS,1,80,-1,-1,-1,39781.419087042086,62217.25443299805,0.0,0.0,1.0,0.0
1279,309578.18920765026,0,0.26395246787924637,272929.7657535846,0.27400936253503594,1188754.907264061,225875.99430870858,62695.557240765644,105686639.01810776,213766.87839710613,optimal,nYrs_20210220_SWBPGP_iter00086,Jan29v1,CONUS,1,80,-1,-1,-1,39781.419087042086,62217.25443299805,0.0,0.0,1.0,0.0
1285,309578.18920765026,0,0.26395246787924637,272929.7657535846,0.27400936253503594,1188754.907264061,225875.99430870858,62695.557240765644,105686639.01810776,213766.87839710613,optimal,nYrs_20210220_SWBPGP_iter00316,Jan29v1,CONUS,1,80,-1,-1,-1,39781.419087042086,62217.25443299805,0.0,0.0,1.0,0.0
1343,309578.18920765026,0,0.26395246787924637,272929.7657535846,0.27400936253503594,1188754.907264061,225875.99430870858,62695.557240765644,105686639.01810776,213766.87839710613,optimal,nYrs_20210220_SWBPGP_iter00379,Jan29v1,CONUS,1,80,-1,-1,-1,39781.419087042086,62217.25443299805,0.0,0.0,1.0,0.0
1453,309578.18920765026,0,0.26395246787924637,272929.7657535846,0.27400936253503594,1188754.907264061,225875.99430870858,62695.557240765644,105686639.01810776,213766.87839710613,optimal,nYrs_20210220_SWBPGP_iter00231,Jan29v1,CONUS,1,80,-1,-1,-1,39781.419087042086,62217.25443299805,0.0,0.0,1.0,0.0
1464,309578.18920765026,0,0.26395246787924637,272929.7657535846,0.27400936253503594,1188754.907264061,225875.99430870858,62695.557240765644,105686639.01810776,213766.87839710613,optimal,nYrs_20210220_SWBPGP_iter00420,Jan29v1,CONUS,1,80,-1,-1,-1,39781.419087042086,62217.25443299805,0.0,0.0,1.0,0.0
1476,309578.18920765026,0,0.26395246787924637,272929.7657535846,0.27400936253503594,1188754.907264061,225875.99430870858,62695.557240765644,105686639.01810776,213766.87839710613,optimal,nYrs_20210220_SWBPGP_iter00104,Jan29v1,CONUS,1,80,-1,-1,-1,39781.419087042086,62217.25443299805,0.0,0.0,1.0,0.0
1010,302284.44771689497,0,0.25912471314351126,408618.94408213237,0.2701820545982502,1050630.7504799257,510524.73528274207,79517.86327100516,148126848.2141126,231090.55920712778,optimal,nYrs_20210220_SWBPGP_iter00043,Jan29v1,CONUS,1,81,-1,-1,-1,43425.13253801497,57106.50353085133,0.0,0.0,1.0,0.0
1018,302284.44771689497,0,0.25912471314351126,408618.94408213237,0.2701820545982502,1050630.7504799257,510524.73528274207,79517.86327100516,148126848.2141126,231090.55920712778,optimal,nYrs_20210220_SWBPGP_iter00200,Jan29v1,CONUS,1,81,-1,-1,-1,43425.13253801497,57106.50353085133,0.0,0.0,1.0,0.0
1054,302284.44771689497,0,0.25912471314351126,408618.94408213237,0.2701820545982502,1050630.7504799257,510524.73528274207,79517.86327100516,148126848.2141126,231090.55920712778,optimal,nYrs_20210220_SWBPGP_iter00451,Jan29v1,CONUS,1,81,-1,-1,-1,43425.13253801497,57106.50353085133,0.0,0.0,1.0,0.0
1083,302284.44771689497,0,0.25912471314351126,408618.94408213237,0.2701820545982502,1050630.7504799257,510524.73528274207,79517.86327100516,148126848.2141126,231090.55920712778,optimal,nYrs_20210220_SWBPGP_iter00019,Jan29v1,CONUS,1,81,-1,-1,-1,43425.13253801497,57106.50353085133,0.0,0.0,1.0,0.0
1097,302284.44771689497,0,0.25912471314351126,408618.94408213237,0.2701820545982502,1050630.7504799257,510524.73528274207,79517.86327100516,148126848.2141126,231090.55920712778,optimal,nYrs_20210220_SWBPGP_iter00470,Jan29v1,CONUS,1,81,-1,-1,-1,43425.13253801497,57106.50353085133,0.0,0.0,1.0,0.0
1106,302284.44771689497,0,0.25912471314351126,408618.94408213237,0.2701820545982502,1050630.7504799257,510524.73528274207,79517.86327100516,148126848.2141126,231090.55920712778,optimal,nYrs_20210220_SWBPGP_iter00069,Jan29v1,CONUS,1,81,-1,-1,-1,43425.13253801497,57106.50353085133,0.0,0.0,1.0,0.0
1167,302284.44771689497,0,0.25912471314351126,408618.94408213237,0.2701820545982502,1050630.7504799257,510524.73528274207,79517.86327100516,148126848.2141126,231090.55920712778,optimal,nYrs_20210220_SWBPGP_iter00215,Jan29v1,CONUS,1,81,-1,-1,-1,43425.13253801497,57106.50353085133,0.0,0.0,1.0,0.0
1175,302284.44771689497,0,0.25912471314351126,408618.94408213237,0.2701820545982502,1050630.7504799257,510524.73528274207,79517.86327100516,148126848.2141126,231090.55920712778,optimal,nYrs_20210220_SWBPGP_iter00303,Jan29v1,CONUS,1,81,-1,-1,-1,43425.13253801497,57106.50353085133,0.0,0.0,1.0,0.0
1187,302284.44771689497,0,0.25912471314351126,408618.94408213237,0.2701820545982502,1050630.7504799257,510524.73528274207,79517.86327100516,148126848.2141126,231090.55920712778,optimal,nYrs_20210220_SWBPGP_iter00282,Jan29v1,CONUS,1,81,-1,-1,-1,43425.13253801497,57106.50353085133,0.0,0.0,1.0,0.0
1271,302284.44771689497,0,0.25912471314351126,408618.94408213237,0.2701820545982502,1050630.7504799257,510524.73528274207,79517.86327100516,148126848.2141126,231090.55920712778,optimal,nYrs_20210220_SWBPGP_iter00127,Jan29v1,CONUS,1,81,-1,-1,-1,43425.13253801497,57106.50353085133,0.0,0.0,1.0,0.0
1308,302284.44771689497,0,0.25912471314351126,408618.94408213237,0.2701820545982502,1050630.7504799257,510524.73528274207,79517.86327100516,148126848.2141126,231090.55920712778,optimal,nYrs_20210220_SWBPGP_iter00269,Jan29v1,CONUS,1,81,-1,-1,-1,43425.13253801497,57106.50353085133,0.0,0.0,1.0,0.0
1325,302284.44771689497,0,0.25912471314351126,408618.94408213237,0.2701820545982502,1050630.7504799257,510524.73528274207,79517.86327100516,148126848.2141126,231090.55920712778,optimal,nYrs_20210220_SWBPGP_iter00405,Jan29v1,CONUS,1,81,-1,-1,-1,43425.13253801497,57106.50353085133,0.0,0.0,1.0,0.0
1332,302284.44771689497,0,0.25912471314351126,408618.94408213237,0.2701820545982502,1050630.7504799257,510524.73528274207,79517.86327100516,148126848.2141126,231090.55920712778,optimal,nYrs_20210220_SWBPGP_iter00057,Jan29v1,CONUS,1,81,-1,-1,-1,43425.13253801497,57106.50353085133,0.0,0.0,1.0,0.0
1367,302284.44771689497,0,0.25912471314351126,408618.94408213237,0.2701820545982502,1050630.7504799257,510524.73528274207,79517.86327100516,148126848.2141126,231090.55920712778,optimal,nYrs_20210220_SWBPGP_iter00399,Jan29v1,CONUS,1,81,-1,-1,-1,43425.13253801497,57106.50353085133,0.0,0.0,1.0,0.0
1379,302284.44771689497,0,0.25912471314351126,408618.94408213237,0.2701820545982502,1050630.7504799257,510524.73528274207,79517.86327100516,148126848.2141126,231090.55920712778,optimal,nYrs_20210220_SWBPGP_iter00284,Jan29v1,CONUS,1,81,-1,-1,-1,43425.13253801497,57106.50353085133,0.0,0.0,1.0,0.0
1387,302284.44771689497,0,0.25912471314351126,408618.94408213237,0.2701820545982502,1050630.7504799257,510524.73528274207,79517.86327100516,148126848.2141126,231090.55920712778,optimal,nYrs_20210220_SWBPGP_iter00259,Jan29v1,CONUS,1,81,-1,-1,-1,43425.13253801497,57106.50353085133,0.0,0.0,1.0,0.0
1398,302284.44771689497,0,0.25912471314351126,408618.94408213237,0.2701820545982502,1050630.7504799257,510524.73528274207,79517.86327100516,148126848.2141126,231090.55920712778,optimal,nYrs_20210220_SWBPGP_iter00367,Jan29v1,CONUS,1,81,-1,-1,-1,43425.13253801497,57106.50353085133,0.0,0.0,1.0,0.0
1407,302284.44771689497,0,0.25912471314351126,408618.94408213237,0.2701820545982502,1050630.7504799257,510524.73528274207,79517.86327100516,148126848.2141126,231090.55920712778,optimal,nYrs_20210220_SWBPGP_iter00373,Jan29v1,CONUS,1,81,-1,-1,-1,43425.13253801497,57106.50353085133,0.0,0.0,1.0,0.0
1101,299633.2605022831,0,0.2566909347760672,405224.129904747,0.27972785144362056,1019147.0893105713,324612.92777219805,64404.663462681034,155515278.3931875,204127.40994751445,optimal,nYrs_20210220_SWBPGP_iter00123,Jan29v1,CONUS,1,82,-1,-1,-1,39432.81620546428,63463.90772713711,0.0,0.0,1.0,0.0
1125,299633.2605022831,0,0.2566909347760672,405224.129904747,0.27972785144362056,1019147.0893105713,324612.92777219805,64404.663462681034,155515278.3931875,204127.40994751445,optimal,nYrs_20210220_SWBPGP_iter00255,Jan29v1,CONUS,1,82,-1,-1,-1,39432.81620546428,63463.90772713711,0.0,0.0,1.0,0.0
1191,299633.2605022831,0,0.2566909347760672,405224.129904747,0.27972785144362056,1019147.0893105713,324612.92777219805,64404.663462681034,155515278.3931875,204127.40994751445,optimal,nYrs_20210220_SWBPGP_iter00396,Jan29v1,CONUS,1,82,-1,-1,-1,39432.81620546428,63463.90772713711,0.0,0.0,1.0,0.0
1199,299633.2605022831,0,0.2566909347760672,405224.129904747,0.27972785144362056,1019147.0893105713,324612.92777219805,64404.663462681034,155515278.3931875,204127.40994751445,optimal,nYrs_20210220_SWBPGP_iter00327,Jan29v1,CONUS,1,82,-1,-1,-1,39432.81620546428,63463.90772713711,0.0,0.0,1.0,0.0
1281,299633.2605022831,0,0.2566909347760672,405224.129904747,0.27972785144362056,1019147.0893105713,324612.92777219805,64404.663462681034,155515278.3931875,204127.40994751445,optimal,nYrs_20210220_SWBPGP_iter00246,Jan29v1,CONUS,1,82,-1,-1,-1,39432.81620546428,63463.90772713711,0.0,0.0,1.0,0.0
1284,299633.2605022831,0,0.2566909347760672,405224.129904747,0.27972785144362056,1019147.0893105713,324612.92777219805,64404.663462681034,155515278.3931875,204127.40994751445,optimal,nYrs_20210220_SWBPGP_iter00002,Jan29v1,CONUS,1,82,-1,-1,-1,39432.81620546428,63463.90772713711,0.0,0.0,1.0,0.0
1287,299633.2605022831,0,0.2566909347760672,405224.129904747,0.27972785144362056,1019147.0893105713,324612.92777219805,64404.663462681034,155515278.3931875,204127.40994751445,optimal,nYrs_20210220_SWBPGP_iter00466,Jan29v1,CONUS,1,82,-1,-1,-1,39432.81620546428,63463.90772713711,0.0,0.0,1.0,0.0
1333,299633.2605022831,0,0.2566909347760672,405224.129904747,0.27972785144362056,1019147.0893105713,324612.92777219805,64404.663462681034,155515278.3931875,204127.40994751445,optimal,nYrs_20210220_SWBPGP_iter00162,Jan29v1,CONUS,1,82,-1,-1,-1,39432.81620546428,63463.90772713711,0.0,0.0,1.0,0.0
1399,299633.2605022831,0,0.2566909347760672,405224.129904747,0.27972785144362056,1019147.0893105713,324612.92777219805,64404.663462681034,155515278.3931875,204127.40994751445,optimal,nYrs_20210220_SWBPGP_iter00382,Jan29v1,CONUS,1,82,-1,-1,-1,39432.81620546428,63463.90772713711,0.0,0.0,1.0,0.0
1408,299633.2605022831,0,0.2566909347760672,405224.129904747,0.27972785144362056,1019147.0893105713,324612.92777219805,64404.663462681034,155515278.3931875,204127.40994751445,optimal,nYrs_20210220_SWBPGP_iter00198,Jan29v1,CONUS,1,82,-1,-1,-1,39432.81620546428,63463.90772713711,0.0,0.0,1.0,0.0
1024,305800.8093607306,0,0.25458505936381387,445576.0644715549,0.2675755547752008,1028580.5567783786,404937.01329103875,70649.24762504603,145779267.29023024,217315.35670680547,optimal,nYrs_20210220_SWBPGP_iter00385,Jan29v1,CONUS,1,83,-1,-1,-1,41722.171815560956,55121.91739745884,0.0,0.0,1.0,0.0
1029,305800.8093607306,0,0.25458505936381387,445576.0644715549,0.2675755547752008,1028580.5567783786,404937.01329103875,70649.24762504603,145779267.29023024,217315.35670680547,optimal,nYrs_20210220_SWBPGP_iter00149,Jan29v1,CONUS,1,83,-1,-1,-1,41722.171815560956,55121.91739745884,0.0,0.0,1.0,0.0
1068,305800.8093607306,0,0.25458505936381387,445576.0644715549,0.2675755547752008,1028580.5567783786,404937.01329103875,70649.24762504603,145779267.29023024,217315.35670680547,optimal,nYrs_20210220_SWBPGP_iter00366,Jan29v1,CONUS,1,83,-1,-1,-1,41722.171815560956,55121.91739745884,0.0,0.0,1.0,0.0
1079,305800.8093607306,0,0.25458505936381387,445576.0644715549,0.2675755547752008,1028580.5567783786,404937.01329103875,70649.24762504603,145779267.29023024,217315.35670680547,optimal,nYrs_20210220_SWBPGP_iter00067,Jan29v1,CONUS,1,83,-1,-1,-1,41722.171815560956,55121.91739745884,0.0,0.0,1.0,0.0
1128,305800.8093607306,0,0.25458505936381387,445576.0644715549,0.2675755547752008,1028580.5567783786,404937.01329103875,70649.24762504603,145779267.29023024,217315.35670680547,optimal,nYrs_20210220_SWBPGP_iter00296,Jan29v1,CONUS,1,83,-1,-1,-1,41722.171815560956,55121.91739745884,0.0,0.0,1.0,0.0
1141,305800.8093607306,0,0.25458505936381387,445576.0644715549,0.2675755547752008,1028580.5567783786,404937.01329103875,70649.24762504603,145779267.29023024,217315.35670680547,optimal,nYrs_20210220_SWBPGP_iter00309,Jan29v1,CONUS,1,83,-1,-1,-1,41722.171815560956,55121.91739745884,0.0,0.0,1.0,0.0
1168,305800.8093607306,0,0.25458505936381387,445576.0644715549,0.2675755547752008,1028580.5567783786,404937.01329103875,70649.24762504603,145779267.29023024,217315.35670680547,optimal,nYrs_20210220_SWBPGP_iter00224,Jan29v1,CONUS,1,83,-1,-1,-1,41722.171815560956,55121.91739745884,0.0,0.0,1.0,0.0
1170,305800.8093607306,0,0.25458505936381387,445576.0644715549,0.2675755547752008,1028580.5567783786,404937.01329103875,70649.24762504603,145779267.29023024,217315.35670680547,optimal,nYrs_20210220_SWBPGP_iter00072,Jan29v1,CONUS,1,83,-1,-1,-1,41722.171815560956,55121.91739745884,0.0,0.0,1.0,0.0
1185,305800.8093607306,0,0.25458505936381387,445576.0644715549,0.2675755547752008,1028580.5567783786,404937.01329103875,70649.24762504603,145779267.29023024,217315.35670680547,optimal,nYrs_20210220_SWBPGP_iter00190,Jan29v1,CONUS,1,83,-1,-1,-1,41722.171815560956,55121.91739745884,0.0,0.0,1.0,0.0
1206,305800.8093607306,0,0.25458505936381387,445576.0644715549,0.2675755547752008,1028580.5567783786,404937.01329103875,70649.24762504603,145779267.29023024,217315.35670680547,optimal,nYrs_20210220_SWBPGP_iter00032,Jan29v1,CONUS,1,83,-1,-1,-1,41722.171815560956,55121.91739745884,0.0,0.0,1.0,0.0
1250,305800.8093607306,0,0.25458505936381387,445576.0644715549,0.2675755547752008,1028580.5567783786,404937.01329103875,70649.24762504603,145779267.29023024,217315.35670680547,optimal,nYrs_20210220_SWBPGP_iter00266,Jan29v1,CONUS,1,83,-1,-1,-1,41722.171815560956,55121.91739745884,0.0,0.0,1.0,0.0
1272,305800.8093607306,0,0.25458505936381387,445576.0644715549,0.2675755547752008,1028580.5567783786,404937.01329103875,70649.24762504603,145779267.29023024,217315.35670680547,optimal,nYrs_20210220_SWBPGP_iter00049,Jan29v1,CONUS,1,83,-1,-1,-1,41722.171815560956,55121.91739745884,0.0,0.0,1.0,0.0
1335,305800.8093607306,0,0.25458505936381387,445576.0644715549,0.2675755547752008,1028580.5567783786,404937.01329103875,70649.24762504603,145779267.29023024,217315.35670680547,optimal,nYrs_20210220_SWBPGP_iter00474,Jan29v1,CONUS,1,83,-1,-1,-1,41722.171815560956,55121.91739745884,0.0,0.0,1.0,0.0
1357,305800.8093607306,0,0.25458505936381387,445576.0644715549,0.2675755547752008,1028580.5567783786,404937.01329103875,70649.24762504603,145779267.29023024,217315.35670680547,optimal,nYrs_20210220_SWBPGP_iter00046,Jan29v1,CONUS,1,83,-1,-1,-1,41722.171815560956,55121.91739745884,0.0,0.0,1.0,0.0
1360,305800.8093607306,0,0.25458505936381387,445576.0644715549,0.2675755547752008,1028580.5567783786,404937.01329103875,70649.24762504603,145779267.29023024,217315.35670680547,optimal,nYrs_20210220_SWBPGP_iter00475,Jan29v1,CONUS,1,83,-1,-1,-1,41722.171815560956,55121.91739745884,0.0,0.0,1.0,0.0
1376,305800.8093607306,0,0.25458505936381387,445576.0644715549,0.2675755547752008,1028580.5567783786,404937.01329103875,70649.24762504603,145779267.29023024,217315.35670680547,optimal,nYrs_20210220_SWBPGP_iter00137,Jan29v1,CONUS,1,83,-1,-1,-1,41722.171815560956,55121.91739745884,0.0,0.0,1.0,0.0
1401,305800.8093607306,0,0.25458505936381387,445576.0644715549,0.2675755547752008,1028580.5567783786,404937.01329103875,70649.24762504603,145779267.29023024,217315.35670680547,optimal,nYrs_20210220_SWBPGP_iter00471,Jan29v1,CONUS,1,83,-1,-1,-1,41722.171815560956,55121.91739745884,0.0,0.0,1.0,0.0
1452,305800.8093607306,0,0.25458505936381387,445576.0644715549,0.2675755547752008,1028580.5567783786,404937.01329103875,70649.24762504603,145779267.29023024,217315.35670680547,optimal,nYrs_20210220_SWBPGP_iter00066,Jan29v1,CONUS,1,83,-1,-1,-1,41722.171815560956,55121.91739745884,0.0,0.0,1.0,0.0
1493,305800.8093607306,0,0.25458505936381387,445576.0644715549,0.2675755547752008,1028580.5567783786,404937.01329103875,70649.24762504603,145779267.29023024,217315.35670680547,optimal,nYrs_20210220_SWBPGP_iter00458,Jan29v1,CONUS,1,83,-1,-1,-1,41722.171815560956,55121.91739745884,0.0,0.0,1.0,0.0
1496,305800.8093607306,0,0.25458505936381387,445576.0644715549,0.2675755547752008,1028580.5567783786,404937.01329103875,70649.24762504603,145779267.29023024,217315.35670680547,optimal,nYrs_20210220_SWBPGP_iter00201,Jan29v1,CONUS,1,83,-1,-1,-1,41722.171815560956,55121.91739745884,0.0,0.0,1.0,0.0
1004,300952.78608834243,0,0.2595475552552688,311234.41975243436,0.28445890763276277,1158662.6262922015,290016.296528631,61253.603084537215,169201806.1593681,246600.31912773484,optimal,nYrs_20210220_SWBPGP_iter00091,Jan29v1,CONUS,1,84,-1,-1,-1,42444.86252369123,83767.16011482067,0.0,0.0,1.0,0.0
1007,300952.78608834243,0,0.2595475552552688,311234.41975243436,0.28445890763276277,1158662.6262922015,290016.296528631,61253.603084537215,169201806.1593681,246600.31912773484,optimal,nYrs_20210220_SWBPGP_iter00121,Jan29v1,CONUS,1,84,-1,-1,-1,42444.86252369123,83767.16011482067,0.0,0.0,1.0,0.0
1063,300952.78608834243,0,0.2595475552552688,311234.41975243436,0.28445890763276277,1158662.6262922015,290016.296528631,61253.603084537215,169201806.1593681,246600.31912773484,optimal,nYrs_20210220_SWBPGP_iter00089,Jan29v1,CONUS,1,84,-1,-1,-1,42444.86252369123,83767.16011482067,0.0,0.0,1.0,0.0
1089,300952.78608834243,0,0.2595475552552688,311234.41975243436,0.28445890763276277,1158662.6262922015,290016.296528631,61253.603084537215,169201806.1593681,246600.31912773484,optimal,nYrs_20210220_SWBPGP_iter00277,Jan29v1,CONUS,1,84,-1,-1,-1,42444.86252369123,83767.16011482067,0.0,0.0,1.0,0.0
1217,300952.78608834243,0,0.2595475552552688,311234.41975243436,0.28445890763276277,1158662.6262922015,290016.296528631,61253.603084537215,169201806.1593681,246600.31912773484,optimal,nYrs_20210220_SWBPGP_iter00359,Jan29v1,CONUS,1,84,-1,-1,-1,42444.86252369123,83767.16011482067,0.0,0.0,1.0,0.0
1229,300952.78608834243,0,0.2595475552552688,311234.41975243436,0.28445890763276277,1158662.6262922015,290016.296528631,61253.603084537215,169201806.1593681,246600.31912773484,optimal,nYrs_20210220_SWBPGP_iter00203,Jan29v1,CONUS,1,84,-1,-1,-1,42444.86252369123,83767.16011482067,0.0,0.0,1.0,0.0
